Id,SalePrice
2658,173665.46589710517
2718,183414.1823333155
2414,221536.06128292624
1989,96011.28927325271
625,167825.34083152981
333,101913.9341312917
1327,94983.44345151517
858,141125.97647242318
95,231669.00793279428
1568,167859.0425726201
2482,171099.1461887136
1364,127433.4551268986
2584,162181.66890446865
818,296643.0330368213
2673,174546.14171838504
2089,135494.7162728815
1297,158881.06713979016
790,118842.35425581224
2616,189755.42645546654
720,200566.00553510268
222,124048.15446280316
557,108695.02292596875
1148,196297.11831246642
2766,146259.2305753308
534,205216.93232118827
1452,114187.94271968142
630,115029.20818326669
2648,121848.5186367298
125,147255.97031264077
1904,36833.50765083311
1670,87258.0110175265
756,85461.9711576486
717,227827.04380887537
1032,133683.7177202443
852,218797.28696417157
1731,219237.13163669733
2639,110128.85814788425
2071,82744.48685246473
1267,107483.08700181358
1851,209691.82236401993
567,180511.0474367016
2439,241135.48847199976
1898,135706.95303104282
647,133890.03562103794
2256,212350.78147307457
979,116160.75488493778
1444,236583.74264815194
2485,116802.7613125823
157,110554.10789967165
88,120341.40976668894
2003,116446.26529122447
186,236382.8824498593
1425,255302.28377518244
2695,127216.90869180462
738,107037.3234719201
395,148558.16022155946
1353,200689.59748893557
1878,136236.06521210424
390,187725.07557030907
1456,240863.74004148133
1103,274462.8527679581
1387,104918.90179521823
2070,126072.37624982977
1199,214585.26706580678
2479,194950.78788739396
501,275913.8218577693
2362,87258.0110175265
1718,183232.4776467972
2188,36134.32627530815
1483,155266.96184433904
2557,58071.6810048616
437,310053.1082445781
2224,176369.9644619855
1628,212593.76054364257
397,124941.2420116025
587,189787.15524410084
971,163067.48734765127
2611,156012.8307012578
1887,108785.27691073227
2399,289853.9957228154
2148,217300.2044057506
304,129489.40570255951
1997,123101.06163557083
2817,91765.20386177674
1431,202589.91224153107
427,281634.3495658466
263,114913.92050270108
598,167343.3285953058
2895,247884.84847804252
687,166445.30866536708
1822,117361.62932982249
2191,86320.37048912956
179,146690.19696180522
1009,222401.7297200237
2010,122513.4242583802
1991,164852.0532648149
1411,145219.54703885806
1721,251112.54036661657
1144,203921.8579866283
593,255331.05313513312
575,245100.94716690597
1249,188786.46960187913
1604,123749.60962479003
1064,357165.94836732233
1923,155754.48047448695
1988,100826.31770501123
2325,189279.33307661023
114,205383.265851503
2700,200207.22148069064
217,144185.7823597528
343,175738.1865686411
386,267475.8098445083
2005,107973.2012886242
2908,147863.5474551532
1814,217420.21422669245
2446,423167.455521066
208,135586.53074665717
1679,139687.41911013122
822,288221.5321872493
6,198007.42410527682
1781,328672.3068600306
2397,276279.77017796296
2340,286360.4742610906
1618,189401.31585000805
2843,140799.4465280068
1061,323687.83193801553
2786,114187.94271968142
1935,113411.90556314029
1341,109516.76108767581
521,276227.5276112226
2136,125925.57002139301
996,200064.3611571656
227,147037.45092509082
135,153230.90234257723
1167,195179.3822779865
294,227615.21951415762
1776,214352.15275751823
540,197427.05583370267
1717,183232.4776467972
2303,116776.95138131571
116,171533.0720038719
127,116148.70692943921
1371,143899.39031707332
1014,167172.2729246146
1507,118220.02866130346
702,170506.78667114652
750,166482.54384792526
261,174695.33336272137
1559,62153.826320005115
577,223813.7009155841
2812,234088.9338761929
2080,177366.7041992955
1368,134495.38087890856
2376,113869.09434432536
659,85862.97146718134
1235,119855.45162555343
332,100915.22144152597
1917,137121.05071031675
2094,252220.04786679614
1460,291508.94598894357
1471,190792.77326746238
1509,121532.05567727331
1922,116815.17304010177
433,371504.99605818745
460,272250.0209608178
1116,252156.38004876417
1137,170860.11302305758
53,200301.2111296025
2354,270766.18307488644
1475,217451.94301532698
1761,475029.74001458613
842,132796.54902881267
2739,151301.09068598924
2509,204520.71037434717
1007,239682.54642973258
2610,187895.35500553576
1952,77755.23308056779
2719,182325.215658786
2921,100915.22144152597
1966,131063.9667462036
292,142233.8477446239
1204,231720.62779532792
1829,246150.91594718443
2419,221294.06868858635
391,170656.34208750376
798,147613.0403467829
481,219614.5052081826
193,214195.06930335844
555,116212.16450670804
899,56905.49477729504
2357,216719.05989871174
328,119587.64909994672
1356,111717.33469855436
1154,109693.73561573471
1730,194243.1406892615
2249,146155.57838681992
1119,270971.30425868905
2856,134068.570638109
1394,151784.0893984409
2587,123198.22095392994
61,302836.4844543077
2661,210380.72651382163
2711,140495.54882732756
1147,201923.4461308685
757,145852.67518045125
2623,87782.19081744831
2378,178067.8585272762
1413,159763.71591352578
1722,239980.88102698256
1112,222405.52209367766
1623,205161.57679450605
1201,202478.36824319675
1513,89545.10294901999
957,233731.45137860696
1171,273866.12686395296
1145,229125.12626354187
2726,222267.54545986955
703,185101.37869135686
760,65345.8435150329
1964,118343.98438715725
2512,215378.64833100676
159,155866.02447282127
1281,192145.5965626866
468,198840.99998171884
290,123292.7846156261
665,87132.44611123786
1463,293641.75234562065
1792,250635.67075229553
923,132939.40935233748
500,267844.927834149
1408,137774.32885799534
331,73963.78948503686
170,111454.88503561355
2192,73823.47612675186
2571,301425.29751229496
2314,190096.55132062128
2647,89508.23153848271
422,351366.22815375216
2457,283463.67870337097
1838,212824.32788669085
2805,273194.36460012966
1645,171657.0277297257
1711,299222.95317164087
2825,269525.4777907806
322,306249.98046556953
2103,257480.2171242414
342,133354.79434184567
600,83943.02457287256
488,210863.7739176962
1725,296736.3999815264
2246,255407.9089161493
2847,168500.27276480012
806,273811.7578134986
530,256215.88510208786
963,181398.21612813324
2678,59108.25158139272
171,73857.7518806262
2401,347705.59692624747
805,238215.21970749018
2259,218869.42060481105
1748,213156.57446579426
1361,170923.1581368826
1677,162171.23012940516
1406,144682.3328072098
2322,253297.58929003403
688,193249.93439341942
143,133921.76440967247
804,231923.41225465364
1214,165662.77863867418
2828,169317.90347225475
1999,195626.29383344832
2467,226375.91316972347
2665,194683.92314659245
1538,330181.2351512695
398,87121.64356415323
2822,131565.29604354245
2157,154767.60549945617
1856,151547.02918524086
1269,114333.76247189031
2570,121171.03973821946
2320,265556.2267222204
1517,154173.63680145424
2304,130330.50961680431
1312,87490.50262160785
2012,146191.82709315023
506,236960.1297434091
2865,209879.03344446188
2367,148196.1578062775
554,113443.99812379573
238,123137.72280534497
1954,110146.97849200806
2488,190545.8482919829
2291,103911.35951082362
1969,112385.40998965176
2725,140863.68034074036
1482,155266.96184433904
2763,227086.51979654003
503,250224.5954397202
1584,242717.68239328125
1531,160495.20009046933
2210,193457.23877044092
459,298143.22855518386
556,123702.5096799524
1347,152516.56005161232
1290,86592.89515511272
1388,116287.04733526823
1571,166471.74130084063
2754,209315.43526876275
765,134607.54758144985
2494,120372.15207909537
2870,190984.91672904394
7,235548.1585478487
1114,226496.9094668934
2418,299661.811367939
291,193673.267902256
18,297447.99308457086
39,302030.4812208251
1001,254362.0962815457
2442,266136.59499379457
616,123710.97550256015
2680,78540.3587639234
1414,108664.85462634661
289,140250.8070450672
40,252005.62791541568
860,116002.88717723056
409,147939.7805319624
673,133437.7792209927
2427,199620.36033896473
2036,221159.26172422525
2564,154973.14716478507
642,167816.09877345734
1008,200864.23529251758
1908,166089.43534821598
2519,218830.36600105488
1369,77874.25642528199
2855,197103.8490899913
712,85363.61512229848
1943,88311.87701129401
1958,141459.57329977537
107,191787.69358357438
2295,165809.2210950898
704,118498.26996197365
676,127143.99881570018
259,202726.2796949041
93,284715.8092387682
106,265902.85798129905
2315,207414.3929721252
1050,112885.75281076273
1095,220174.35970165045
2709,123790.79071226018
758,191866.32009436586
1496,174558.9659093481
2370,161671.8737845223
2458,257525.34411662305
2733,108534.04225831991
161,291719.4200354123
726,149042.71942302352
845,214108.1872107226
947,278244.4802926325
2232,127227.34746686812
2563,167971.16058373847
2299,127638.05900742253
211,108502.67724170652
605,162371.26540081017
1478,232252.4891643098
2247,255407.9089161493
2274,152526.42481389176
2869,164054.77478612587
967,251376.0332152904
2656,71652.65835205163
667,240394.34977354016
1042,147696.80146139464
2023,171867.86554821534
2447,352892.08007212356
2055,140223.80039680935
2275,264543.12935247924
2204,173357.83253227756
1563,255679.6573466675
483,211024.75458534504
796,131372.37634649593
1526,161158.70677244803
2042,197373.62456805375
442,293545.3692627265
1693,311368.69635724416
1468,240469.0223613372
1430,184387.44886383554
2605,172006.4161948075
1529,208123.7541905276
335,128795.77941238135
1287,129972.04064299027
31,127482.16425217106
1785,235949.99180235155
82,186599.08395398455
2620,116881.80028681736
252,206699.63019963377
721,54256.35173909692
2165,185425.78215205926
2316,191881.73994199187
775,118818.51727700117
1558,45391.52948503615
17,254102.75957854674
1022,225355.9104663867
925,117699.38230284955
438,260973.73858596617
1270,147095.97612122004
1272,119055.57749020145
215,132594.338582271
266,240183.87572707143
2402,271787.5360264722
1250,109025.2965526164
1984,86795.88985520182
1279,149499.54443218745
377,279759.1172004759
1252,161145.93127290765
2156,278046.62821444636
499,311124.7308104483
1374,126826.136916572
2898,275133.4750242955
